Serialnumber ; Date ; Time ; Action ; Date of Manufacture ; Manufacturer ; Battery Name ; Device-Chemistry ; Specification-Info ; Design-Capacity [mAh] ; Design-Voltage [mV] ; Battery Status ; Cycle Count ; SOC [%] ; Relativ SOC[%] ; Desired Voltage [mV]; Desired Current [mA]; Cell Voltage 1 [mV] ; Cell Voltage 2 [mV] ; Max_Error [%] ; Busvoltage[mV] ; Battery Temperature [°C] ; Charger Temperature [°C] ; Batterysystem ; Case ; PLace
009734;04.08.2021;07:24:50;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;5;94;96;8400;;4094;4093;1;12992;30.74;31.34;31,6;BCS1388054;3;8
009734;04.08.2021;07:25:37;Stop           ;04.12.2018;FEY;;LION;49;14500;7200;192;5;94;96;8400;;4094;4093;1;12991;30.74;31.74;31,7;BCS1388054;3;8
009734;22.08.2021;11:08:08;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;6;68;70;8400;3000;3851;3849;1;13010;22.84;28.84;32,1;BCS1388054;5;8
009734;22.08.2021;11:08:41;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;6;68;70;8400;3000;3879;3862;1;12865;22.94;30.04;32,5;BCS1388054;5;8
009734;14.10.2021;12:39:51;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;6;44;45;8400;3000;3621;3620;1;12990;25.84;26.44;27,9;BCS1388054;1;1
009734;14.10.2021;12:41:14;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;6;44;46;8400;3000;3708;3658;1;12486;25.94;29.84;28,2;BCS1388054;1;1
009734;01.11.2021;09:52:20;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;6;44;45;8400;3000;3620;3619;1;12991;26.24;26.24;26,4;BCS1388054;1;1
009734;01.11.2021;09:53:13;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;6;44;45;8400;3000;3702;3656;1;12481;26.24;28.54;26,8;BCS1388054;1;1
009734;01.11.2021;10:01:59;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;6;44;45;8400;3000;3622;3620;1;12988;26.34;28.14;29,5;BCS1388054;1;1
009734;01.11.2021;10:03:29;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;6;44;45;8400;3000;3708;3659;1;12473;26.44;30.94;29,3;BCS1388054;1;1
009734;01.11.2021;10:27:58;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;6;44;45;8400;3000;3623;3622;1;12989;26.64;26.74;27,8;BCS1388054;1;1
009734;01.11.2021;10:28:31;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;6;44;45;8400;3000;3659;3635;1;12692;26.64;27.94;28,1;BCS1388054;1;1
009734;01.11.2021;10:31:47;Charge to 60% ;04.12.2018;FEY;;LION;49;14500;7200;192;6;44;45;8400;3000;3623;3622;1;12988;26.74;23.34;29,9;BCS1388054;1;1
009734;01.11.2021;11:39:51;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;6;58;60;8400;3000;3749;3750;1;12988;29.94;33.04;32,5;BCS1388054;1;1
009734;09.02.2022;08:16:46;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;6;54;55;8400;3000;3697;3696;1;13011;22.74;22.34;23,1;BCS1388054;3;5
009734;09.02.2022;12:49:54;Stop           ;04.12.2018;FEY;;LION;49;14500;7200;224;6;98;100;8400;;4163;4164;1;13006;26.34;26.04;29,9;BCS1388054;3;5
009734;14.03.2022;12:14:26;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;6;96;98;8400;;4123;4123;1;13019;24.34;24.84;27,5;BCS1388054;5;18
009734;14.03.2022;12:18:30;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;192;6;96;98;8400;;4123;4123;1;13016;24.44;25.54;29,5;BCS1388054;5;18
