Serialnumber ; Date ; Time ; Action ; Date of Manufacture ; Manufacturer ; Battery Name ; Device-Chemistry ; Specification-Info ; Design-Capacity [mAh] ; Design-Voltage [mV] ; Battery Status ; Cycle Count ; SOC [%] ; Relativ SOC[%] ; Desired Voltage [mV]; Desired Current [mA]; Cell Voltage 1 [mV] ; Cell Voltage 2 [mV] ; Max_Error [%] ; Busvoltage[mV] ; Battery Temperature [°C] ; Charger Temperature [°C] ; Batterysystem ; Case ; PLace
009744;01.11.2021;10:03:04;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;5;56;57;8400;3000;3777;3744;1;12682;26.24;28.34;29,3;BCS1388054;7;16
009744;01.11.2021;10:27:23;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;5;56;57;8400;3000;3717;3719;1;13031;26.44;26.24;27,7;BCS1388054;7;16
009744;01.11.2021;10:29:22;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;5;56;57;8400;3000;3813;3766;1;12661;26.44;29.94;28,6;BCS1388054;7;16
009744;01.11.2021;10:32:51;Charge to 60% ;04.12.2018;FEY;;LION;49;14500;7200;192;5;56;58;8400;3000;3723;3724;1;13029;26.54;27.74;29,7;BCS1388054;7;16
009744;01.11.2021;11:46:27;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;192;5;58;60;8400;3000;3748;3750;1;13028;27.94;28.54;32,5;BCS1388054;7;16
009744;07.02.2022;08:51:46;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;5;56;57;8400;3000;3711;3713;1;13006;22.44;24.04;25,6;BCS1388054;2;2
009744;07.02.2022;13:15:56;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;5;98;100;8400;;4160;4160;1;13001;26.44;28.24;31,1;BCS1388054;2;2
009744;14.03.2022;12:14:39;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4130;4129;1;13012;24.54;25.54;27,7;BCS1388054;2;9
009744;14.03.2022;12:15:13;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4129;4129;1;13011;24.54;25.74;27,9;BCS1388054;2;9
009744;14.03.2022;12:17:51;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4130;4129;1;13009;24.54;26.14;29,2;BCS1388054;2;9
009744;14.03.2022;12:18:32;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4130;4129;1;13009;24.54;26.14;29,5;BCS1388054;2;9
009744;14.03.2022;12:19:02;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4130;4129;1;13009;24.54;26.24;29,5;BCS1388054;2;9
009744;14.03.2022;12:19:06;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4130;4129;1;13009;24.54;26.14;29,6;BCS1388054;2;9
009744;29.03.2022;08:21:01;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;5;86;88;8400;3000;4012;4013;1;13008;24.94;25.14;25,8;BCS1388054;3;10
009744;29.03.2022;08:21:40;Stop           ;04.12.2018;FEY;;LION;49;14500;7200;128;5;86;88;8400;3000;4067;4038;1;12640;24.94;26.64;26,0;BCS1388054;3;10
009744;29.03.2022;08:22:08;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;128;5;86;88;8400;3000;4015;4017;1;13007;24.94;26.24;26,3;BCS1388054;3;10
009744;29.03.2022;08:22:36;Stop           ;04.12.2018;FEY;;LION;49;14500;7200;128;5;86;88;8400;3000;4051;4032;1;12706;24.94;26.94;26,4;BCS1388054;3;10
