Serialnumber ; Date ; Time ; Action ; Date of Manufacture ; Manufacturer ; Battery Name ; Device-Chemistry ; Specification-Info ; Design-Capacity [mAh] ; Design-Voltage [mV] ; Battery Status ; Cycle Count ; SOC [%] ; Relativ SOC[%] ; Desired Voltage [mV]; Desired Current [mA]; Cell Voltage 1 [mV] ; Cell Voltage 2 [mV] ; Max_Error [%] ; Busvoltage[mV] ; Battery Temperature [°C] ; Charger Temperature [°C] ; Batterysystem ; Case ; PLace
009546;01.11.2021;09:52:05;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;3;86;89;8400;3000;4023;4024;1;13009;25.24;25.34;26,3;BCS1388054;4;1
009546;01.11.2021;09:53:34;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;128;3;86;89;8400;3000;4109;4070;1;12641;25.24;28.94;27,1;BCS1388054;4;1
009546;01.11.2021;10:02:14;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;3;86;89;8400;3000;4026;4027;1;13005;25.34;28.04;29,5;BCS1388054;4;1
009546;01.11.2021;10:03:16;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;128;3;86;89;8400;3000;4102;4068;1;12610;25.44;30.14;29,3;BCS1388054;4;1
009546;28.12.2021;09:01:26;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;3;84;88;8400;3000;4008;4009;1;13006;23.64;23.84;25,3;BCS1388054;3;18
009546;28.12.2021;09:02:25;Stop           ;03.12.2018;FEY;;LION;49;14500;7200;128;3;85;88;8400;3000;4101;4058;1;12535;23.64;26.44;25,8;BCS1388054;3;18
009546;13.03.2022;12:10:09;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;4;34;36;8400;3000;3576;3576;1;13018;23.94;23.44;25,6;BCS1388054;3;17
009546;13.03.2022;12:10:50;Stop           ;03.12.2018;FEY;;LION;49;14500;7200;128;4;34;36;8400;3000;3613;3592;1;12750;23.94;25.04;25,7;BCS1388054;3;17
009546;14.03.2022;10:33:26;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;4;34;36;8400;3000;3576;3576;1;13021;23.94;25.04;25,0;BCS1388054;7;10
009546;14.03.2022;10:37:46;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;128;4;35;36;8400;3000;3674;3627;1;12727;24.24;30.44;27,9;BCS1388054;7;10
009546;14.03.2022;10:37:57;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;128;4;35;36;8400;3000;3675;3625;1;12730;24.24;30.54;27,9;BCS1388054;7;10
009546;05.04.2022;09:15:59;Charge to 60% ;03.12.2018;FEY;;LION;49;14500;7200;192;4;36;37;8400;3000;3579;3579;1;13016;25.24;26.84;26,7;BCS1388054;6;15
009546;05.04.2022;12:05:14;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;192;4;57;60;8400;3000;3729;3729;1;12993;27.74;29.94;28,9;BCS1388054;6;15
009546;17.05.2022;08:54:36;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;4;54;56;8400;3000;3711;3711;1;13024;28.64;29.64;31,0;BCS1388054;7;13
009546;17.05.2022;13:41:52;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;224;4;97;100;8400;;4160;4161;1;12956;32.84;34.14;34,0;BCS1388054;7;13
